module,metric,value,unit,source,source_url,date_accessed,confidence,notes
National_Strategic_Investment,us_chips_act_total_funding_billion_usd,52.7,USD_B,"CHIPS and Science Act 2022; Commerce Dept 2025 implementation report","https://www.commerce.gov","2026-07-14",High,"$52.7B total: $39B incentives, $11B R&D, $2.7B workforce"
National_Strategic_Investment,us_chips_act_disbursed_2025_billion_usd,15,USD_B,"Commerce Dept CHIPS Program Office 2025; SIA 2025","https://www.chips.gov","2026-07-14",High,"$15B disbursed by end 2025 (28% of $52.7B)"
National_Strategic_Investment,us_chips_act_private_investment_leveraged_billion_usd,450,USD_B,"SIA 2025 CHIPS Act Impact Report; S&P Global 2025","https://www.semiconductors.org","2026-07-14",High,"$53B public -> $450B private investment catalyzed (8.5x leverage)"
National_Strategic_Investment,eu_chips_act_funding_billion_eur,43,EUR_B,"European Chips Act 2023; European Commission 2025 progress report","https://ec.europa.eu","2026-07-14",High,"€43B public+private to double EU market share to 20% by 2030"
National_Strategic_Investment,eu_chips_act_target_market_share_2030,0.20,ratio,"European Chips Act Regulation (EU) 2023/1781","https://ec.europa.eu","2026-07-14",High,"Target: EU global market share 10% -> 20% by 2030"
National_Strategic_Investment,china_big_fund_iii_billion_usd,47.5,USD_B,"China State Council 2024; Semiconductor Industry Association China 2025","https://www.sia-online.org","2026-07-14",High,"Big Fund III: $47.5B (340B RMB) for semiconductor self-sufficiency"
National_Strategic_Investment,china_annual_ai_subsidy_chips_dc_billion_usd,60,USD_B,"NextBigFuture 2025; Cambricon earnings 2025; SIA China 2025","https://www.nextbigfuture.com","2026-07-14",Medium,"$50-70B annual subsidies for AI chips + data centers via Big Fund III"
National_Strategic_Investment,china_domestic_chip_share_ai_compute_2026_pct,0.35,ratio,"NextBigFuture 2025; Cambricon H1 2025 earnings; SemiAnalysis China 2025","https://www.nextbigfuture.com","2026-07-14",Medium,"Domestic chips 30-40% of China AI compute by 2026 (from <10% in 2024)"
National_Strategic_Investment,uae_stargate_investment_billion_usd,500,USD_B,"White House Stargate Announcement 2025; SoftBank/Oracle/OpenAI/MGX press 2025","https://www.whitehouse.gov","2026-07-14",High,"$500B over 4 years; $100B immediate; Abu Dhabi MGX + SoftBank + OpenAI + Oracle"
National_Strategic_Investment,saudi_arabia_humain_ai_factory_gpus,100000,count,"PIF Humain Announcement 2025; NVIDIA Saudi partnership 2025","https://www.pif.gov.sa","2026-07-14",High,"Humain: AI factories with hundreds of thousands of NVIDIA GPUs"
National_Strategic_Investment,singapore_national_ai_strategy_2_0_billion_sgd,500,SGD_M,"Singapore Smart Nation 2025; NAIS 2.0 2024","https://www.smartnation.gov.sg","2026-07-14",High,"NAIS 2.0: $500M for AI talent, compute, industry adoption"
National_Strategic_Investment,india_ai_mission_billion_usd,1.2,USD_B,"MeitY India AI Mission 2024; Cabinet approval 2024","https://www.meity.gov.in","2026-07-14",High,"$1.2B for 10,000 GPUs, AI compute, datasets, innovation centers"
National_Strategic_Investment,japan_semiconductor_subsidy_billion_usd,30,USD_B,"METI 2025; Rapidus 2nm project; TSMC Japan 2025","https://www.meti.go.jp","2026-07-14",High,"$30B+ for domestic semiconductor (Rapidus, TSMC Japan, memory)"
National_Strategic_Investment,uk_ai_research_resource_billion_gbp,0.9,GBP_B,"UK Gov Autumn Statement 2024; AIRR 2024","https://www.gov.uk","2026-07-14",High,"£900M for AI Research Resource (exascale compute, datasets)"
National_Strategic_Investment,global_sovereign_ai_fund_commitments_billion_usd,1200,USD_B,"Sovereign Wealth Fund Institute 2025; PIF/ADIA/Mubadala/GIC/Temasek 2025","https://www.swfinstitute.org","2026-07-14",Medium,"Aggregate sovereign commitments to AI infrastructure/chips (PIF, ADIA, Mubadala, GIC, Temasek, Khazanah)"
National_Strategic_Investment,sovereign_wealth_fund_ai_allocation_pct_assets,0.05,ratio,"SWFI 2025; PIF Annual Report 2025; ADIA Review 2025","https://www.swfinstitute.org","2026-07-14",Medium,"~5% of sovereign AUM allocated to AI/infrastructure"
National_Strategic_Investment,stargate_initial_commitment_billion_usd,100,USD_B,"OpenAI/SoftBank/Oracle/MGX Stargate Announcement 2025","https://www.whitehouse.gov","2026-07-14",High,"$100B immediate (of $500B total) for US data centers"
National_Strategic_Investment,stargate_total_commitment_billion_usd,500,USD_B,"OpenAI/SoftBank/Oracle/MGX Stargate 2025","https://www.whitehouse.gov","2026-07-14",High,"$500B over 4 years (2025-2028)"
National_Strategic_Investment,government_ai_capex_continuation_probability,0.90,ratio,"Historical: CHIPS Act, Manhattan Project, Interstate Highway, Apollo","https://www.nap.edu","2026-07-14",High,"National security AI investment continues regardless of commercial ROI"
National_Strategic_Investment,military_ai_budget_us_billion_usd,15,USD_B,"DoD Budget FY2026; NDAA 2025; CSET Georgetown 2025","https://www.defense.gov","2026-07-14",High,"DoD AI budget: $1.5B FY2024 -> $3B+ FY2026 (projected)"
National_Strategic_Investment,scientific_ai_funding_nsf_doe_billion_usd,3,USD_B,"NSF FY2025 Budget; DOE ASCR 2025; NAIRR Pilot 2025","https://www.nsf.gov","2026-07-14",High,"NSF/DOE/NAIRR: AI for science, climate, energy, materials discovery"
National_Strategic_Investment,strategic_investment_roi_threshold_pct,0.05,ratio,"DoD/DARPA/ARPA-H hurdle rates; Historical Manhattan/Apollo","https://www.darpa.mil","2026-07-14",Medium,"Strategic investments accept <5% ROI if national security value > financial"
National_Strategic_Investment,ai_infrastructure_deemed_critical_infrastructure,1,boolean,"CISA 2025; Executive Order 14110 2023; PDD-63","https://www.cisa.gov","2026-07-14",High,"AI compute designated critical infrastructure (like power grid, telecom)"
National_Strategic_Investment,export_control_euv_lithography_impact_pct_china_capex,0.50,ratio,"BIS Export Controls 2023-2025; CSIS 2025; ASML 2025","https://www.bis.doc.gov","2026-07-14",High,"EUV/immersion DUV export controls reduce China capex efficiency ~50%"
National_Strategic_Investment,export_control_hbm_restriction_impact_pct,0.30,ratio,"BIS 2025 HBM controls; SK Hynix/Samsung 2025 earnings calls","https://www.bis.doc.gov","2026-07-14",High,"HBM3/3E export limits reduce China advanced packaging yield ~30%"
