scenario,year,sector,actual_revenue_bn,reported_revenue_bn,revenue_growth,ebit_margin,ebit_bn,tax_bn,nopat_bn,capex_bn,depreciation_bn,fcf_bn,invested_capital_bn,roic,ev_sales_multiple,multiple_based_value_bn,quality_score,quality_low
baseline_gradual_deflation,2026,frontier_model_providers,30.0,30.0,0.0,-0.15,-4.5,0.0,-4.5,2.4,15.0,8.1,60.0,-0.075,15.0,450.0,0.52,0.3
baseline_gradual_deflation,2027,frontier_model_providers,37.74943438389451,37.74943438389451,0.2583144794631502,-0.12401218484999998,-4.6813898347984715,0.0,-4.6813898347984715,6.20699431092765,15.0,3.9566271665959887,51.206994310927655,-0.07802316391330785,5.7255254647018194,216.13534784307845,0.52,0.3
baseline_gradual_deflation,2028,frontier_model_providers,43.47202774321715,43.47202774321715,0.15159414843482089,-0.12333104500087352,-5.361450609877936,0.0,-5.361450609877936,7.453077322696476,12.801748577731914,-0.12723122202895132,45.858323055892214,-0.10470152919586209,4.091021999643749,177.84502186662473,0.52,0.3
baseline_gradual_deflation,2029,frontier_model_providers,48.92218954200202,48.92218954200202,0.1253716948971917,-0.12279226384376096,-6.0072664060559955,0.0,-6.0072664060559955,8.84975787545521,11.464580763973053,-3.5014467535138505,43.24350016737437,-0.1309962075746714,2.977902982967963,145.6855341704519,0.52,0.3
baseline_gradual_deflation,2030,frontier_model_providers,53.93227339663228,53.93227339663228,0.10240923191569062,-0.12236742108837997,-6.599553208979335,0.0,-6.599553208979335,10.434185051307505,10.810875041843593,-6.323064895535853,42.86681017683828,-0.15261376122274337,2.8324121792467225,152.7584280230853,0.52,0.3
baseline_gradual_deflation,2031,frontier_model_providers,57.359844784375035,57.359844784375035,0.06355325247529398,-0.12203301823994056,-6.999794984811798,0.0,-6.999794984811798,12.170034747462502,10.71670254420957,-8.521678615819585,44.32014238009121,-0.16329171580380186,2.654310687697831,152.25084905585533,0.52,0.3
baseline_gradual_deflation,2032,frontier_model_providers,59.02904065908591,59.02904065908591,0.029100425236254557,-0.1217699355989588,-7.187962479525211,0.0,-7.187962479525211,14.116454191701575,11.080035595022803,-10.257764993698201,47.356560976769984,-0.16218274792262566,2.494642819492006,147.25637242169034,0.52,0.3
baseline_gradual_deflation,2033,frontier_model_providers,58.95085589074751,58.95085589074751,-0.0013245136201677221,-0.12156280003994488,-7.166231106830547,0.0,-7.166231106830547,16.366762493118046,11.839140244192496,-11.69228966038933,51.88418322569554,-0.1513249898012195,2.351309242526994,138.6116923107915,0.52,0.3
baseline_gradual_deflation,2034,frontier_model_providers,57.29563812034632,57.29563812034632,-0.028077926018051036,-0.12139936171905139,-6.955653897095792,0.0,-6.955653897095792,19.05120415857415,12.971045806423884,-13.002707893838036,57.9643415778458,-0.13406116208553936,2.222420391465899,127.33499450070855,0.52,0.3
baseline_gradual_deflation,2035,frontier_model_providers,54.34369036050128,54.34369036050128,-0.051521334898908644,-0.12126992778275564,-6.590255405466424,0.0,-6.590255405466424,22.338946611406627,14.49108539446145,-14.3790776672147,65.81220279479098,-0.11369499292277384,2.518332532975153,136.8554833967786,0.52,0.3
baseline_gradual_deflation,2036,frontier_model_providers,50.42975947632134,50.42975947632134,-0.07202180893892163,-0.12116687182664221,-6.110416202715823,0.0,-6.110416202715823,26.441062927284474,16.453050698697744,-16.020149813618954,75.80021502337772,-0.09284624952865825,2.8933026714646832,145.90855781416195,0.52,0.3
baseline_gradual_deflation,2037,frontier_model_providers,45.894075481174504,45.894075481174504,-0.0899406232004043,-0.12108422175628372,-5.557048412862157,0.0,-5.557048412862157,31.616017366007323,18.95005375584443,-18.132298343122113,88.46617863354061,-0.07331177637356695,3.201925649181946,146.9494174286649,0.52,0.3
baseline_gradual_deflation,2038,frontier_model_providers,41.046780980448595,41.046780980448595,-0.10561917741897298,-0.12101732063912235,-4.967371455114776,0.0,-4.967371455114776,38.178765408713836,22.116544658385152,-20.932646315428943,104.5283993838693,-0.05614994941390486,3.429909421839278,140.78674082101392,0.52,0.3
baseline_gradual_deflation,2039,frontier_model_providers,36.1471181638813,36.1471181638813,-0.11936777256421405,-0.1209625517069444,-4.372447649955521,0.0,-4.372447649955521,46.51424056335936,26.132099845967325,-24.65659511101621,124.91054010126132,-0.0418302363350861,3.577707106791771,129.32380154496005,0.52,0.3
baseline_gradual_deflation,2040,frontier_model_providers,31.395238320902934,31.395238320902934,-0.13145943810609262,-0.12091711775880454,-3.796221729114353,0.0,-3.796221729114353,57.09586641494749,31.22763502531533,-29.569415521886945,150.7787714908935,-0.0303915244144879,3.6543133276829463,114.72803782185795,0.52,0.3
baseline_gradual_deflation,2041,frontier_model_providers,26.933077747304196,26.933077747304196,-0.14212857784321498,-0.12087886558009017,-3.2556398846745016,0.0,-3.2556398846745016,70.50982115415928,37.69469287272337,-35.98152495463844,183.5938997723294,-0.02159216348881799,3.67270846971571,98.91734275803583,0.52,0.3
baseline_gradual_deflation,2042,frontier_model_providers,22.850748574226895,22.850748574226895,-0.15157306607804644,-0.12084614694056908,-2.761424919903023,0.0,-2.761424919903023,87.48604815321147,45.89847494308235,-44.267351546570595,225.1814729824585,-0.015040940485100011,3.646691987582639,83.32964173589863,0.52,0.3
baseline_gradual_deflation,2043,frontier_model_providers,19.19558248529494,19.19558248529494,-0.1599582646957386,-0.12081770889180452,-2.3191662967169853,0.0,-2.3191662967169853,108.93740111078124,56.295368245614625,-54.88809584010496,277.82350584762514,-0.01029909905997305,3.5889183086849914,68.89137742734795,0.52,0.3
baseline_gradual_deflation,2044,frontier_model_providers,15.981824331674954,15.981824331674954,-0.16742175737995613,-0.12079260726109925,-1.9304862298118928,0.0,-1.9304862298118928,136.0088099810996,69.45587646190629,-68.41914458593281,344.37643936681843,-0.0069486065404080165,3.5099223155611377,56.094961865123885,0.52,0.3
baseline_gradual_deflation,2045,frontier_model_providers,13.199739704196624,13.199739704196624,-0.17407803826027646,-0.12077013834133823,-1.5941343901454812,0.0,-1.5941343901454812,170.13895485435435,86.09410984170461,-85.58333771024566,428.42128437946815,-0.004629046031942568,3.4178625457403875,45.11489594849594,0.52,0.3
baseline_gradual_deflation,2046,frontier_model_providers,10.82348611497482,10.82348611497482,-0.18002276124174754,-0.12074978476240841,-1.3069336187621254,0.0,-1.3069336187621254,213.13766038861877,107.10532109486704,-107.29174784072943,534.4536236732199,-0.0030505805066503825,3.318699563474358,35.91989864503771,0.52,0.3
baseline_gradual_deflation,2026,ai_cloud_rental,20.0,20.0,0.0,0.05,1.0,0.2,0.8,8.4,13.75,6.15,55.0,0.014545454545454545,8.0,160.0,0.6275000000000001,0.2
baseline_gradual_deflation,2027,ai_cloud_rental,22.033139527242042,20.80275398131926,0.040137699065962984,0.016540657575000003,0.34409123022196986,0.06881824604439397,0.2752729841775759,32.332634378839586,13.75,-18.3153889344752,73.58263437883959,0.005004963348683198,4.720303522505632,98.19531289583936,0.6275000000000001,0.2
baseline_gradual_deflation,2028,ai_cloud_rental,22.14066985588155,21.045605580799634,0.0116740119937222,0.01688122749956322,0.35527565567555597,0.0710551311351112,0.2842205245404448,38.153075902307705,18.395658594709897,-19.47562529905217,93.34005168643739,0.00386260327507626,4.440921247544349,93.46187699121103,0.6275000000000001,0.2
baseline_gradual_deflation,2029,ai_cloud_rental,22.069251472364755,21.307196846665857,0.012429733364616391,0.017150618078119514,0.36543159543247855,0.07308631908649571,0.29234527634598284,45.27736219963542,23.335012921609348,-21.65261991433875,115.28240096446348,0.0031320453659922447,4.298818094971518,91.59576335756725,0.6275000000000001,0.2
baseline_gradual_deflation,2030,ai_cloud_rental,21.85138051016969,21.534498192597937,0.010667820247206583,0.017363039455810008,0.3739043417791473,0.07478086835582946,0.2991234734233178,54.06954510170826,28.82060024111587,-24.95209440062839,140.53134582505587,0.002594701974636393,4.155090165298524,89.47778165470253,0.6275000000000001,0.2
baseline_gradual_deflation,2031,ai_cloud_rental,21.477973962007383,21.504351936282973,-0.0013999052146628221,0.017530240880029715,0.37697646941197394,0.0753952938823948,0.30158117552957914,64.88075839337563,35.132836456263966,-29.446039299018935,170.27926776216754,0.002146006456844229,3.9793038901109443,85.57235131436565,0.6275000000000001,0.2
baseline_gradual_deflation,2032,ai_cloud_rental,20.976035106231155,21.222582960255334,-0.013102881540560496,0.017661782200520598,0.3748286379765094,0.07496572759530189,0.2998629103812075,78.2715567764118,42.569816940541884,-35.39905923572843,205.98100759803742,0.001761006576561229,3.812848093021053,80.91848496899064,0.6275000000000001,0.2
baseline_gradual_deflation,2033,ai_cloud_rental,20.37310669491185,20.769528952072143,-0.021347731754972954,0.017765349980027555,0.36897795075387657,0.07379559015077532,0.29518236060310127,94.97412848723545,51.495251899509356,-43.17916368704116,249.45988418576354,0.0014330562028278657,3.665922762305448,76.13948894776328,0.6275000000000001,0.2
baseline_gradual_deflation,2034,ai_cloud_rental,19.69662834945265,20.197315297341746,-0.027550632277257736,0.017847069140474302,0.3604628825636174,0.07209257651272348,0.2883703060508939,115.8824772158252,62.364971046440886,-53.22341372678612,302.97739035514786,0.0011559786736538178,3.5321570312120003,71.34008923911134,0.6275000000000001,0.2
baseline_gradual_deflation,2035,ai_cloud_rental,18.972644734896853,19.544157664037805,-0.032338834329625255,0.017911786108622176,0.350070771751434,0.0700141543502868,0.2800566174011472,142.1054950331869,75.74434758878697,-66.07455925066576,369.3385377995478,0.000924348239559615,3.408487234375037,66.6160119044859,0.6275000000000001,0.2
baseline_gradual_deflation,2036,ai_cloud_rental,18.224472646592865,18.84032565473384,-0.03601239927566946,0.01796331408667889,0.33843468723129805,0.06768693744625962,0.27074774978503846,175.02753277264654,92.33463444988695,-82.4151122528815,452.03143612230735,0.0007330611947458951,3.2932192817695563,62.04532372098711,0.6275000000000001,0.2
baseline_gradual_deflation,2037,ai_cloud_rental,17.47172546090792,18.110405551360014,-0.03874243560065138,0.01800463912185812,0.326071316302733,0.0652142632605466,0.2608570530421864,216.38188730292217,113.00785903057684,-103.10587201826941,555.4054643946527,0.0005770772388750539,3.185225471550872,57.68572506230823,0.6275000000000001,0.2
baseline_gradual_deflation,2038,ai_cloud_rental,16.729860747773262,17.37411498944708,-0.04065566393998521,0.01803808968043882,0.3133958442979028,0.06267916885958057,0.2507166754383222,268.342202148922,138.85136609866316,-129.2327564692014,684.8963004449115,0.0004514119710931963,3.083616478157131,53.575107274855824,0.6275000000000001,0.2
baseline_gradual_deflation,2039,ai_cloud_rental,16.0102218297025,16.64670530424997,-0.04186743817678962,0.0180654741465278,0.300730624298795,0.060146124859759,0.24058449943903598,333.637164081843,171.22407511122788,-162.16523037432415,847.3093894155267,0.00035127142500660506,2.9876183713042357,49.73400258866488,0.6275000000000001,0.2
baseline_gradual_deflation,2040,ai_cloud_rental,15.320435222836963,15.939361260829699,-0.04249153393973304,0.018088191120597726,0.2883142128261391,0.05766284256522783,0.2306513702609113,415.69482529381486,211.82734735388166,-203.62975312923808,1051.17686735546,0.0002722162331046684,2.89653534168159,46.16892321582365,0.6275000000000001,0.2
baseline_gradual_deflation,2041,ai_cloud_rental,14.665001354641964,15.259702644196242,-0.042640266790595294,0.01810731720995491,0.27631227630804905,0.05526245526160981,0.22104982104643925,518.8243174682661,262.794216838865,-255.80225422218837,1307.2069679848612,0.0002102879428868656,2.8097441565319627,42.875860334945735,0.6275000000000001,0.2
baseline_gradual_deflation,2042,ai_cloud_rental,14.045943640215842,14.61236450874003,-0.04242141216968054,0.01812367652971544,0.26482976769069855,0.05296595353813971,0.21186381415255884,648.4446637487968,326.8017419962153,-321.42458455707435,1628.8498897374427,0.00016207365730245437,2.726696815417234,39.843487771697255,0.6275000000000001,0.2
baseline_gradual_deflation,2043,ai_cloud_rental,13.463426883422056,13.99959777523711,-0.04193481028593338,0.018137895554097738,0.25392324224662977,0.05078464844932595,0.2031385937973038,811.3729031537284,407.2124724343607,-403.95116445823544,2033.0103204568104,0.000124712900235422,2.646922352159555,37.05584827251828,0.6275000000000001,0.2
baseline_gradual_deflation,2044,ai_cloud_rental,12.916298348674779,13.421838081070533,-0.04126973527686162,0.01815044636945037,0.24361235226991737,0.04872247045398348,0.1948898818159339,1016.18693057379,508.2525801142026,-507.7336829808299,2540.9446709163976,9.586271149481563e-05,2.570025328933316,34.494463829193,0.6275000000000001,0.2
baseline_gradual_deflation,2045,ai_cloud_rental,12.402535134208035,12.878209842743868,-0.04050326304363416,0.018161680829330878,0.23388993681706152,0.04677798736341231,0.18711194945364923,1273.6824822345784,635.2361677290994,-638.2537662736421,3179.3909854218764,7.363873428466542e-05,2.495681228080575,32.139906555818364,0.6275000000000001,0.2
baseline_gradual_deflation,2046,ai_cloud_rental,11.919599321261122,12.366950897953071,-0.03969953518647329,0.018171857618795802,0.2247304708962421,0.04494609417924842,0.17978437671699368,1597.4487718410628,794.8477463554691,-802.4161285194289,3981.99201090747,5.654679702538627e-05,2.4236297305507657,29.97290987254055,0.6275000000000001,0.2
baseline_gradual_deflation,2026,hyperscaler_cloud_ai,300.0,300.0,0.0,0.28,84.00000000000001,16.800000000000004,67.20000000000002,54.0,140.0,153.20000000000002,700.0,0.09600000000000003,8.5,2550.0,0.8025000000000001,0.1
baseline_gradual_deflation,2027,hyperscaler_cloud_ai,305.40423705867073,298.83718494807135,-0.0038760501730954466,0.26669208510000003,79.69751195921549,15.9395023918431,63.75800956737239,129.36101536705274,140.0,74.41443642609859,689.3610153670527,0.09108287081053199,6.746073117869627,2015.9774999980182,0.8025000000000001,0.1
baseline_gradual_deflation,2028,hyperscaler_cloud_ai,299.4672237976115,292.62831526291217,-0.020776764063809794,0.26714617833275095,78.1745360944384,15.63490721888768,62.53962887555072,145.488018494921,137.87220307341053,55.01694649931766,696.9768307885631,0.09072115695757944,6.4189547393233495,1878.3679111170773,0.8025000000000001,0.1
baseline_gradual_deflation,2029,hyperscaler_cloud_ai,292.85307268240587,288.89279402942583,-0.012765412773299678,0.267505365770826,77.28037253539746,15.456074507079492,61.82429802831797,165.90388465760466,139.39536615771263,35.37181234692823,723.4853492884552,0.08870351968281305,6.247400226216014,1804.8289067716112,0.8025000000000001,0.1
baseline_gradual_deflation,2030,hyperscaler_cloud_ai,285.75993099415007,286.3850350488824,-0.008680586821033676,0.26778859427441337,76.69064595696882,15.338129191393765,61.35251676557506,191.56766286066602,144.69706985769102,14.519540147308199,770.3559422914302,0.0848013257295604,6.0195759413843755,1723.9164669527736,0.8025000000000001,0.1
baseline_gradual_deflation,2031,hyperscaler_cloud_ai,278.1944959979276,282.01674755503984,-0.015253197476247093,0.2680115295067063,75.58373985873291,15.116747971746584,60.46699188698633,223.22663882112658,154.07118845828603,-8.62293416344658,839.5113926542708,0.07849227683910213,5.689663867060146,1604.580498469733,0.8025000000000001,0.1
