scenario,total_market_cap0_bn,total_dcf_ev_bn,aggregate_fair_value_to_market,aggregate_market_to_fair_value,total_revenue0_bn,total_revenue5_bn,total_revenue10_bn,total_revenue20_bn,revenue_cagr_5y,revenue_cagr_10y,revenue_cagr_20y,total_fcf5_bn,total_fcf10_bn,total_fcf20_bn,fcf_margin5,fcf_margin10,fcf_margin20,total_capex5_bn,capex_to_revenue5,roic20,multiple_value_y5_bn,multiple_value_y10_bn,price_target_ratio_5y_vs_market0,price_target_ratio_10y_vs_market0,terminal_compute_utilization,avg_utilization_5y,avg_overcapacity_5y,terminal_enterprise_adoption,terminal_consumer_adoption,terminal_token_volume_index,terminal_price_index,terminal_compute_demand_index,terminal_compute_capacity_index,avg_net_productivity_benefit_5y,terminal_enterprise_roi,initial_quality_score_weighted,initial_low_quality_revenue_share_weighted,contract_lag_ratio_y3,onsite_net_delta_vs_grid_bn,prob_rapid_dotcom_style_burst,prob_gradual_valuation_deflation,prob_japan_style_prolonged_stagnation,prob_productivity_led_expansion,prob_bubble_score_diagnostic,flags
perspective_none,10620.0,9419.216261400448,0.8869318513559744,1.1274823409162302,880.0,2626.9732482618265,6489.300842050844,16493.99820255776,0.24449912503076332,0.22115705715194456,0.15782297605635653,218.94688829004474,363.19741513105134,-2007.3179300299828,0.08334568630834517,0.05596865116462506,-0.12169989988956734,632.9213720705112,0.24093179193556405,0.10347411213441249,43631.61512638521,94857.96635541548,4.108438335817816,8.932011897873398,1.0,1.0,0.0,0.5728722467688394,0.8433501091186233,11482.595915899745,0.006266723529428353,110.89074337684875,95.3148584911022,-0.0028598735524661893,-0.46496864674437016,0.763528409090909,0.11113636363636363,-0.054447040532321515,-0.5553321250000001,0.23180649092478653,0.3901812102581206,0.1698780943381743,0.20813420447891876,0.11741515682032361,none
perspective_A,10620.0,8674.026527082002,0.8167633264672318,1.2243448837563835,880.0,2590.4823370158924,6322.712536030733,15697.398070179615,0.2410223206476012,0.217985383290062,0.1549608151322064,209.57542638170102,332.6706235544483,-2145.6531314357444,0.08090208660643544,0.05261517452496615,-0.13668845765667667,629.1236398373069,0.24285965236961476,0.09882215042259493,42811.09610986355,92159.41945587331,4.031176658179242,8.67791143652291,1.0,0.9832717805483316,0.0,0.47243524882710664,0.8433501091186233,9923.416115949136,0.006266723529428353,99.20624536471968,95.3148584911022,-0.013441792900008681,-0.8578708731904787,0.763528409090909,0.11113636363636363,-0.049926241960699266,-0.5553321250000001,0.27495491365441194,0.3789875650977807,0.1622927032047378,0.1837648180430696,0.14647391967236958,A
perspective_B,10620.0,1521.868277794139,0.14330209772072872,6.978264909623507,880.0,2266.5677730809034,4708.090589269446,8006.929713291813,0.20830676632815992,0.18259547753786487,0.11673253011297802,136.96707085328953,32.94025396858608,-3533.221376726678,0.060429285406768465,0.006996520849378434,-0.4412704373889275,590.2114798356536,0.26039877864908934,0.047727635768851626,23415.82367692979,41833.479061340935,2.2048798189199426,3.9391223221601632,1.0,1.0,0.0,0.5901928196070968,0.8465708360813929,77350.06945958713,0.0007152528051926877,482.3107483714577,95.3148584911022,-0.0026078445647357376,-0.44435577843226315,0.763528409090909,0.11113636363636363,-0.021343855002419657,-0.5553321250000001,0.9988870124545568,0.0009523395463182796,8.735839493323203e-05,7.328960419167943e-05,1.5749204545454547,B
perspective_C,10620.0,3792.7531690991777,0.3571330667701674,2.800076758626075,880.0,1571.4360507576914,2225.5220627097106,2733.307324912777,0.12295617601216469,0.09722305172491352,0.058303639470328905,256.95733276949346,290.63179281774234,299.82597174341095,0.1635175243978892,0.13059038941356538,0.10969347245025904,302.63383049409674,0.1925842482410769,0.12967541856540735,20024.79069198621,25918.031688854167,1.8855735114864605,2.4404926260691306,1.0,1.0,0.0,0.5728722467688394,0.8433501091186233,11482.595915899745,0.006266723529428353,110.89074337684875,6.753077013914643,-0.0028598735524661893,-0.46496864674437016,0.763528409090909,0.11113636363636363,-0.04620720225719748,-0.308987921875,0.8263547192611782,0.10527177245683114,0.030785146789749116,0.037588361492241436,0.6191934821332771,C
perspective_D,10620.0,8841.741679702362,0.8325557137196198,1.2011208181279391,880.0,2545.905726825177,6365.0071159096515,15885.787964484747,0.23672155195454336,0.2187976891816774,0.15564994900701268,207.55529731539778,338.70329925782175,-2109.3314604959314,0.08152513077309646,0.053213341806204115,-0.13278104084051,621.6173412722949,0.2441635346990915,0.1003686596675469,42833.813409255534,92813.0492503314,4.033315763583383,8.739458498147966,0.8719253292972016,0.8371907641206946,0.003463705042866083,0.5728722467688394,0.8433501091186233,7856.069024288603,0.006266723529428353,83.10743937677046,95.3148584911022,-0.0028598735524661893,-0.46496864674437016,0.763528409090909,0.11113636363636363,-0.23650650924522673,-0.5553321250000001,0.25536713073783857,0.38150422328146205,0.16371364544078895,0.19941500053991032,0.1401994409924095,D
perspective_E,10620.0,6299.271900850475,0.5931517797410993,1.6859091284131071,880.0,2626.9732482618265,6489.300842050844,16493.99820255776,0.24449912503076332,0.22115705715194456,0.15782297605635653,218.94688829004474,363.19741513105134,-2007.3179300299828,0.08334568630834517,0.05596865116462506,-0.12169989988956734,632.9213720705112,0.24093179193556405,0.10347411213441249,19585.747404744765,33260.874170880306,1.8442323356633488,3.131909055638447,1.0,1.0,0.0,0.5728722467688394,0.8433501091186233,11482.595915899745,0.006266723529428353,110.89074337684875,95.3148584911022,-0.0028598735524661893,-0.46496864674437016,0.763528409090909,0.11113636363636363,-0.054447040532321515,-0.5553321250000001,0.43326110075244206,0.30816122442442917,0.11620437423546319,0.14237330058766554,0.2970931930693867,E
perspective_A+B,10620.0,1173.5727505241546,0.11050590871225562,9.049289867421319,880.0,2235.4137817282926,4586.426441429678,7616.088502805828,0.20496671473632322,0.1795033427821806,0.11394170921764557,129.87634783248623,13.527129713351258,-3585.753162635555,0.05809946636907345,0.0029493833349553493,-0.4708129588192856,586.8692852852304,0.2625327311132067,0.04527683543604299,22977.999946722695,40507.05400895145,2.1636534789757715,3.814223541332528,1.0,1.0,0.0,0.47474108828420775,0.8465708360813929,66380.96331612134,0.0007152528051926877,425.0978001165784,95.3148584911022,-0.013230509403345922,-0.8564128735600395,0.763528409090909,0.11113636363636363,-0.016125902089126225,-0.5553321250000001,0.9989501278110292,0.000902360475755206,8.34391333865152e-05,6.407257982908617e-05,1.5749204545454547,A+B
perspective_A+C,10620.0,3578.4258909186137,0.3369515904819787,2.9677853681283732,880.0,1540.945263077056,2136.900369204591,2536.35891461021,0.11856418071933383,0.09277351375714504,0.054353883165345396,249.7565656644691,275.5217942646889,267.15280318031154,0.16208010216127958,0.1289352551177878,0.1053292582691783,299.7478716617709,0.19452207605558652,0.12250853655461892,19399.90125067378,24699.951598809585,1.8267326978035576,2.325795819096948,1.0,1.0,0.0,0.47243524882710664,0.8433501091186233,9923.416115949136,0.006266723529428353,99.20624536471968,6.753077013914643,-0.013441792900008681,-0.8578708731904787,0.763528409090909,0.11113636363636363,-0.04146624209341004,-0.308987921875,0.8698176467640573,0.08127390545992746,0.022974504413692875,0.025933943362322392,0.6695060649839665,A+C
perspective_A+D,10620.0,7099.658255063312,0.6685177264654719,1.4958466476081524,880.0,2511.787431646212,6164.257200967165,13940.35792322167,0.23338891856724397,0.21489797423131085,0.14812602830437527,198.7245729024236,295.26082974880455,-2439.02310370988,0.07911679563273416,0.04789884979206878,-0.17496129705873523,617.9694602057419,0.24602776987411235,0.08798377210930071,42071.89820869347,89161.50437053204,3.9615723360351667,8.395621880464411,0.7795338416075227,0.7611057515464267,0.09465166056788869,0.47243524882710664,0.8433501091186233,6770.276573583456,0.006266723529428353,74.3011578018463,95.3148584911022,-0.013441792900008681,-0.8578708731904787,0.763528409090909,0.11113636363636363,-0.234791870526005,-0.5553321250000001,0.3987170352284015,0.32434583153851326,0.13981554673053806,0.1371215865025471,0.24685478094147803,A+D
perspective_A+E,10620.0,5779.874737521723,0.5442443255670172,1.8374100620307927,880.0,2590.4823370158924,6322.712536030733,15697.398070179615,0.2410223206476012,0.217985383290062,0.1549608151322064,209.57542638170102,332.6706235544483,-2145.6531314357444,0.08090208660643544,0.05261517452496615,-0.13668845765667667,629.1236398373069,0.24285965236961476,0.09882215042259493,19211.43911979251,32302.297854182274,1.8089867344437391,3.041647632220553,1.0,0.9832717805483316,0.0,0.47243524882710664,0.8433501091186233,9923.416115949136,0.006266723529428353,99.20624536471968,95.3148584911022,-0.013441792900008681,-0.8578708731904787,0.763528409090909,0.11113636363636363,-0.049926241960699266,-0.5553321250000001,0.5122080826874083,0.2739554595440104,0.10028418584821823,0.1135522719203633,0.34254347315469236,A+E
perspective_B+C,10620.0,2097.561354707753,0.19751048537737786,5.063022340759922,880.0,1293.8735706754944,1498.483504034273,1253.4532576443507,0.08014443867661325,0.0546708176880204,0.017844123426322467,201.74502084620454,165.5167845221252,38.84433806484737,0.15592328757505977,0.11045619392973947,0.03098985768152903,271.3727188696825,0.20973665821770093,0.06195090727651677,9007.750139382582,9965.147313693666,0.8481873954220888,0.938337788483396,1.0,1.0,0.0,0.5901928196070968,0.8465708360813929,77350.06945958713,0.0007152528051926877,482.3107483714577,6.753077013914643,-0.0026078445647357376,-0.44435577843226315,0.763528409090909,0.11113636363636363,-0.011727575732671625,-0.308987921875,0.9948809547956998,0.004230227705370903,0.00048117813331871096,0.00040763936561054916,1.293827156773431,B+C
perspective_B+D,10620.0,1383.5801786438979,0.13028061945799416,7.675738756541804,880.0,2206.8442128950446,4644.678344151003,7882.472352210742,0.20187084675153044,0.1809929283661742,0.11585814852350884,128.91233318568044,22.58347278844477,-3553.3429026469125,0.058414786341699686,0.004862225350197589,-0.450790404821443,581.9887469245242,0.26371990533987144,0.04699345015874125,23066.0505873471,41199.731765141405,2.171944499750198,3.879447435512373,1.0,1.0,0.0,0.5901928196070968,0.8465708360813929,54796.22989242429,0.0007152528051926877,363.20906891157495,95.3148584911022,-0.0026078445647357376,-0.44435577843226315,0.763528409090909,0.11113636363636363,-0.2011551640908058,-0.5553321250000001,0.9988876992973671,0.0009516689668619327,8.739373765101813e-05,7.32379981199535e-05,1.5749204545454547,B+D
perspective_B+E,10620.0,801.9099452023247,0.07550941103600044,13.243382331815996,880.0,2266.5677730809034,4708.090589269446,8006.929713291813,0.20830676632815992,0.18259547753786487,0.11673253011297802,136.96707085328953,32.94025396858608,-3533.221376726678,0.060429285406768465,0.006996520849378434,-0.4412704373889275,590.2114798356536,0.26039877864908934,0.047727635768851626,10485.534893144399,14648.413735357319,0.987338502179322,1.3793233272464518,1.0,1.0,0.0,0.5901928196070968,0.8465708360813929,77350.06945958713,0.0007152528051926877,482.3107483714577,95.3148584911022,-0.0026078445647357376,-0.44435577843226315,0.763528409090909,0.11113636363636363,-0.021343855002419657,-0.5553321250000001,0.9988763483715893,0.0009630053443580908,8.735746229804923e-05,7.328882175441676e-05,1.5888554545454545,B+E
perspective_C+D,10620.0,3669.3395734876913,0.3455122008933796,2.894253798894316,880.0,1499.5840172322603,2163.8763453571637,2658.092703420205,0.11249386881151979,0.09414524351897335,0.05682814950082804,246.36203228974628,280.32247324019875,285.9237975068871,0.1642869152102926,0.12954643819720182,0.10756727827399887,293.4214227090741,0.19566854496797964,0.12756503779098444,19410.913901473963,25265.151313914997,1.8277696705719362,2.379016131253766,1.0,1.0,0.0,0.5728722467688394,0.8433501091186233,7856.069024288603,0.006266723529428353,83.10743937677046,6.753077013914643,-0.0028598735524661893,-0.46496864674437016,0.763528409090909,0.11113636363636363,-0.22653322014173136,-0.308987921875,0.8475537834125009,0.09324482810321279,0.026651457220080537,0.032549931264205655,0.6474465942137494,C+D
perspective_C+E,10620.0,3066.402414483654,0.2887384571076887,3.4633419116284783,880.0,1571.4360507576914,2225.5220627097106,2733.307324912777,0.12295617601216469,0.09722305172491352,0.058303639470328905,256.95733276949346,290.63179281774234,299.82597174341095,0.1635175243978892,0.13059038941356538,0.10969347245025904,302.63383049409674,0.1925842482410769,0.12967541856540735,8873.320027509244,9057.006702676637,0.8355291927974806,0.852825489894222,1.0,1.0,0.0,0.5728722467688394,0.8433501091186233,11482.595915899745,0.006266723529428353,110.89074337684875,6.753077013914643,-0.0028598735524661893,-0.46496864674437016,0.763528409090909,0.11113636363636363,-0.04620720225719748,-0.308987921875,0.9338955610339265,0.042687757353701436,0.01054335222631216,0.012873329386060077,0.830323028033998,C+E
